IS_name	itr1_start_pos	itr1_end_pos	itr2_start_pos	itr2_end_pos	description
IS_length_2057-IPR013762_946_1507	1	45	2012	2057	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1309-IPR025246_224_344-IPR012337_737_1172-IPR001598_1019_1067-PTHR10948_218_1196-IPR036397_746_1184	1	46	1268	1309	IPR001598:Transposase, IS30, conserved site;IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_2076-IPR013762_965_1526	1	48	2046	2076	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1107-IPR036397_465_954-IPR012337_489_927-PTHR10948_12_936	1	49	1079	1107	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_1900-IPR025246_935_1049-PTHR10948_1225_1858-IPR036397_1384_1873-IPR012337_1405_1858	1	26	1852	1900	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_2385-IPR008878_290_581-IPR008878_278_584-IPR024474_1103_1238-IPR004291_1298_2132-IPR039552_2156_2273-IPR024463_863_1076	1	25	2361	2385	IPR004291:Transposase IS66, central domain;IPR008878:Transposase IS66, Orf2;IPR024463:Transposase TnpC, homeodomain;IPR024474:Transposase IS66, zinc-finger binding domain of;IPR039552:Transposase IS66, C-terminal
IS_length_1444-IPR013762_614_1211	1	26	1419	1444	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2736-IPR036397_984_1395-IPR012337_1032_1329	1	38	2708	2736	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1180-IPR008201_273_372	1	38	1144	1180	IPR008201:Ribonuclease HepT-like
IS_length_2637-IPR036397_1286_1805-IPR012337_1367_1772-PTHR35004_917_2060	1	37	2603	2637	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_1758-IPR008490_253_430-PTHR33408_139_433-IPR002559_701_956-PTHR33408_425_962-IPR025668_1432_1660	1	39	1730	1758	IPR002559:Transposase, IS4-like;IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_1283-IPR038717_647_1100	1	34	1251	1283	IPR038717:Tc1-like transposase, DDE domain
IS_length_666-PTHR36966_101_512-IPR002686_137_440-IPR002686_119_449-IPR036515_95_467-IPR036515_95_581	1	35	629	666	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_833-IPR002686_174_477-IPR002686_156_486-IPR036515_132_624-IPR036515_132_504-PTHR36966_138_546	1	30	799	833	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1842-PTHR47515:SF1_245_1046-IPR036397_539_1010-IPR012337_533_1013-PTHR33609:SF1_1096_1357-IPR002514_1099_1309	1	43	1794	1842	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR33609:SF1:TRANSPOSASE-RELATED;PTHR47515:SF1:TRUNCATED IS1477 TRANSPOSASE
IS_length_1769-IPR012337_1101_1557-PTHR10948_711_1515-IPR036397_1095_1566	1	44	1731	1769	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_933-IPR036397_265_661-IPR012337_277_625	1	50	884	933	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2781-IPR013762_999_1539	1	34	2748	2781	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1683-IPR008490_275_500-PTHR33408_137_1505-IPR025668_1136_1490	1	36	1648	1683	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_1536-IPR002559_374_1130-PTHR33258_272_1166-IPR012337_368_1166	1	26	1508	1536	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_2442-IPR013762_1288_1834	1	33	2410	2442	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1638-IPR013762_1104_1626	1	30	1609	1638	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2105-IPR013762_955_1516	1	29	2077	2105	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2652-IPR013762_1477_2038	1	27	2626	2652	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1915-PTHR33498_684_1854-IPR032877_924_1071-IPR029261_780_906-IPR002560_1122_1827	1	46	1890	1915	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1261-PTHR46889_85_901-IPR012337_400_883-IPR036397_409_886-IPR002514_912_1155	1	27	1235	1261	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2042-IPR002560_1412_1715-PTHR33498_992_1691	1	32	2011	2042	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1850-IPR025668_1314_1689-IPR008490_321_528-PTHR33408_168_1746	1	38	1820	1850	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_2931-IPR012337_2140_2599-IPR036397_2140_2614	1	29	2905	2931	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2166-IPR006842_1004_1457	1	34	2122	2166	IPR006842:Transposase (putative), YhgA-like
IS_length_1029-IPR013762_391_958	1	36	994	1029	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_804-PTHR33258_298_796	1	35	759	804	PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_1853-IPR025668_729_1104-PTHR33408_183_1155-IPR008490_1297_1480-PTHR33408_1297_1489	1	34	1825	1853	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_2590-IPR012337_1287_1686-IPR036397_1203_1785-PTHR35004_858_2163	1	37	2554	2590	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_1322-IPR002514_63_309-PTHR33215:SF10_63_363-IPR036397_749_1253-PTHR46889_392_1253-IPR012337_740_1253	1	30	1280	1322	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR33215:SF10:TRANSPOSASE-RELATED;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2427-IPR013762_2_368	1	28	2400	2427	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2738-IPR012337_196_367	1	39	2700	2738	IPR012337:Ribonuclease H-like superfamily
IS_length_2904-IPR002560_141_429-PTHR33498_141_432-PTHR33498_1157_1748-IPR002560_1523_1748-IPR029261_1163_1295-IPR001207_1879_2893-IPR001207_1879_2881-IPR001207_2446_2518-PTHR33217:SF5_1879_2893	1	45	2860	2904	IPR001207:Transposase, mutator type;IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33217:SF5:MUTATOR FAMILY TRANSPOSASE;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1682-PTHR10642_1099_1528-PTHR10642:SF23_1099_1528-IPR002156_1105_1522-IPR002156_1099_1525-IPR036397_1099_1537-IPR022892_1102_1540-IPR022892_1108_1525-IPR012337_1105_1525	1	28	1638	1682	IPR002156:Ribonuclease H domain;IPR012337:Ribonuclease H-like superfamily;IPR022892:Ribonuclease HI;IPR036397:Ribonuclease H superfamily;PTHR10642:RIBONUCLEASE H1;PTHR10642:SF23:RIBONUCLEASE H1
IS_length_2224-IPR036397_689_1160-IPR012337_677_1148-PTHR46889_389_1145-IPR036397_1497_1827-PTHR46889_1209_1824-IPR012337_1491_1824-IPR002514_1877_2099	1	42	2182	2224	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2759-IPR013762_1142_1667	1	36	2724	2759	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2826-IPR001207_0_108-IPR001207_2647_2755	1	31	2800	2826	IPR001207:Transposase, mutator type
IS_length_1439-IPR012337_897_1383-IPR036397_903_1386-PTHR46889_597_1395-IPR036397_1064_1388-IPR012337_1097_1373-PTHR46889_1103_1385	1	31	1401	1439	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_981-IPR036515_174_630-IPR036515_174_549-PTHR34322_174_594-IPR002686_198_540-IPR002686_210_540	1	32	951	981	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_2447-IPR013762_1307_1841	1	28	2420	2447	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_764-PTHR33217:SF7_8_311-IPR001207_8_314-IPR001207_8_311	1	31	734	764	IPR001207:Transposase, mutator type;PTHR33217:SF7:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1081
IS_length_2917-IPR001207_1626_1923-IPR001207_1602_1923-PTHR33217:SF5_1626_1923-IPR001207_1959_2616-IPR001207_1956_2616-IPR001207_2265_2337	1	31	2887	2917	IPR001207:Transposase, mutator type;PTHR33217:SF5:MUTATOR FAMILY TRANSPOSASE
IS_length_2837-IPR012337_1179_1614-IPR036397_1173_1659-PTHR35004_1146_2013	1	32	2806	2837	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_2368-IPR013762_1196_1721	1	33	2336	2368	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2641-PTHR35004_898_1264-PTHR35004_1680_2388	1	34	2608	2641	PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_1667-IPR013762_566_1091	1	27	1641	1667	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_781-PTHR36966_100_634-IPR036515_346_619-IPR036515_292_679-IPR002686_127_616-IPR002686_379_616	1	44	736	781	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_2883-IPR002686_2366_2657-IPR002686_2342_2657-PTHR33360_2336_2669-IPR036515_2333_2708-IPR036515_2336_2663	1	34	2844	2883	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_2322-IPR036397_1523_2093-IPR012337_1532_2081-IPR024567_1553_2081-IPR024567_1544_2093-IPR022898_1547_2081-IPR022898_1553_2081-IPR022898_1547_2087-IPR001352_1547_2081	1	32	2281	2322	IPR001352:Ribonuclease HII/HIII;IPR012337:Ribonuclease H-like superfamily;IPR022898:Ribonuclease HII;IPR024567:Ribonuclease HII/HIII domain;IPR036397:Ribonuclease H superfamily
IS_length_2060-IPR002514_1469_1676	1	29	2032	2060	IPR002514:Transposase IS3/IS911family
IS_length_913-IPR036397_105_678-IPR012337_147_684	1	29	880	913	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_874-PTHR33360_134_491-IPR036515_128_557-IPR036515_131_482-IPR002686_146_482-IPR002686_149_482	1	26	848	874	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_2936-IPR013762_1038_1581	1	38	2899	2936	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1887-IPR012337_380_872-PTHR46889_182_884-IPR036397_386_890	1	33	1845	1887	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1372-IPR036397_781_1276-PTHR46889_445_1273-IPR012337_781_1264	1	36	1341	1372	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1480-IPR013762_766_1369	1	44	1437	1480	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1601-IPR013762_512_1037	1	41	1560	1601	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1606-IPR002514_392_614-PTHR46889_743_1556-IPR036397_1061_1541-IPR012337_1061_1538	1	26	1581	1606	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1925-IPR013762_1046_1574	1	48	1878	1925	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1455-IPR001959_657_960-IPR010095_1029_1251-IPR010095_870_1110-PTHR30405_327_1266	1	28	1428	1455	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal;PTHR30405:TRANSPOSASE
IS_length_2349-IPR013762_1058_1646	1	41	2309	2349	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1883-IPR013762_788_1334	1	30	1837	1883	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1391-IPR013762_793_1282	1	28	1364	1391	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1057-IPR036515_309_753-IPR036515_351_642-IPR002686_330_627-IPR002686_315_627-PTHR34322_345_774	1	28	1015	1057	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_1540-PTHR33498_602_1502-IPR002560_617_1511	1	29	1512	1540	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1306-IPR001207_718_790-IPR001207_94_1150-IPR001207_133_1153	1	26	1281	1306	IPR001207:Transposase, mutator type
IS_length_837-IPR036397_47_314-PTHR46889_50_308-IPR012337_50_299-IPR002514_435_657	1	26	812	837	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1060-PTHR34322_93_525-IPR036515_93_546-IPR036515_99_468-IPR002686_129_453-IPR002686_117_459	1	29	1022	1060	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_2428-IPR005063_157_373-IPR005063_2112_2346	1	43	2383	2428	IPR005063:Transposase, IS1
IS_length_2641-IPR036397_1324_1852-PTHR35004_874_2155-IPR012337_1315_1780	1	26	2616	2641	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_990-IPR025668_609_774	1	36	955	990	IPR025668:Transposase DDE domain
IS_length_730-IPR036515_125_500-IPR036515_122_458-IPR002686_125_455-IPR002686_113_455-PTHR33360_128_464	1	47	701	730	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_1805-IPR008490_276_483-PTHR33408_123_732-IPR025668_1228_1603-PTHR33408_754_1657	1	27	1772	1805	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_1476-IPR002560_766_1411-PTHR33498_760_1384	1	31	1446	1476	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1463-IPR002560_188_1016-PTHR33498_167_1007	1	49	1415	1463	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1684-IPR036397_823_1315-PTHR10948_172_1306-IPR025246_169_295-IPR012337_844_1303	1	30	1654	1684	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_2350-IPR013762_1304_1847	1	26	2315	2350	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2682-IPR013762_253_724	1	43	2640	2682	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1540-IPR013762_615_1209	1	37	1504	1540	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1582-IPR012337_911_1313	1	31	1556	1582	IPR012337:Ribonuclease H-like superfamily
IS_length_1410-IPR013762_714_1317	1	26	1385	1410	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1429-IPR013762_619_1081	1	27	1403	1429	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1064-IPR012337_514_1030-PTHR35004_184_979-IPR036397_502_1048	1	28	1039	1064	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_2717-IPR036397_279_498-PTHR47515:SF1_291_492-IPR012337_291_477-IPR005063_954_1152	1	50	2686	2717	IPR005063:Transposase, IS1;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR47515:SF1:TRUNCATED IS1477 TRANSPOSASE
IS_length_1536-IPR003346_917_1061	1	45	1498	1536	IPR003346:Transposase, IS116/IS110/IS902
IS_length_1339-IPR001207_53_695-IPR001207_53_668-IPR001207_754_1216-IPR001207_784_1216	1	28	1312	1339	IPR001207:Transposase, mutator type
IS_length_1039-PTHR34322_83_515-IPR002686_119_443-IPR002686_107_449-IPR036515_83_536-IPR036515_89_458	1	27	1013	1039	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_2485-IPR013762_1045_1570	1	29	2457	2485	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1621-IPR025668_961_1318-PTHR33408_52_1345-IPR008490_160_382	1	42	1582	1621	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_581-IPR036515_39_525-IPR036515_39_408-PTHR36966_45_453-IPR002686_81_384-IPR002686_63_393	1	36	551	581	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1911-IPR003346_1682_1883-PTHR33055:SF3_1049_1886-IPR002525_1064_1493-PTHR33055_1049_1886	1	39	1879	1911	IPR002525:Transposase, IS111A/IS1328/IS1533, N-terminal;IPR003346:Transposase, IS116/IS110/IS902;PTHR33055:SF3:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A;PTHR33055:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A
IS_length_2973-IPR013762_1629_2148	1	39	2935	2973	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1818-IPR013762_949_1480	1	31	1781	1818	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_965-IPR013762_396_912	1	27	938	965	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2649-IPR001207_112_1204-IPR001207_142_1252-IPR001207_1400_2489-IPR001207_2063_2135-IPR001207_1433_2495	1	42	2605	2649	IPR001207:Transposase, mutator type
IS_length_927-PTHR33408_105_777-IPR025668_405_774	1	40	888	927	IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_1041-IPR036515_89_458-IPR036515_83_536-IPR002686_119_443-IPR002686_107_449-PTHR34322_83_515	1	36	1006	1041	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_857-IPR001207_269_449-IPR001207_119_257-IPR001207_266_461-IPR001207_116_269-PTHR33217:SF7_116_269-PTHR33217:SF7_266_461	1	41	817	857	IPR001207:Transposase, mutator type;PTHR33217:SF7:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1081
IS_length_2579-IPR032877_8_152-IPR002560_203_911-PTHR33498_5_911-IPR003346_2010_2139	1	30	2549	2579	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR003346:Transposase, IS116/IS110/IS902;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_791-IPR013762_98_653	1	46	762	791	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2140-IPR012337_1192_1609-IPR036397_1114_1633-PTHR35004_793_1858	1	32	2096	2140	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_1964-IPR002525_190_373	1	30	1935	1964	IPR002525:Transposase, IS111A/IS1328/IS1533, N-terminal
IS_length_2960-PTHR34322_1_730-IPR036515_1_385-IPR036515_1_484-IPR002686_25_370-IPR002686_40_370	1	34	2923	2960	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_1096-IPR025246_319_445	1	35	1070	1096	IPR025246:Transposase IS30-like HTH domain
IS_length_1695-IPR002560_843_1638-PTHR33498_840_1629	1	27	1665	1695	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1698-PTHR46889_803_1613-IPR012337_1124_1604-IPR036397_1142_1616	1	41	1659	1698	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1667-IPR036397_805_1273-PTHR10948_424_1270-PTHR10948_124_337-IPR012337_883_1270-IPR025246_121_247	1	32	1629	1667	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_1660-IPR013762_1060_1594	1	33	1623	1660	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1324-IPR013762_561_1140	1	26	1299	1324	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2885-IPR013762_1327_1852	1	28	2854	2885	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1424-PTHR33258_738_1299-IPR012337_732_1251-IPR002559_750_1236	1	40	1385	1424	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_2668-IPR012337_666_1086-IPR036397_621_1119-PTHR35004_234_1329	1	39	2630	2668	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_1505-IPR013762_303_645-IPR013762_1205_1502	1	30	1476	1505	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1128-IPR025668_755_908-IPR025161_212_386-IPR002559_455_707	1	34	1092	1128	IPR002559:Transposase, IS4-like;IPR025161:Putative transposase IS4/IS5 family;IPR025668:Transposase DDE domain
IS_length_860-IPR025161_555_732	1	30	812	860	IPR025161:Putative transposase IS4/IS5 family
IS_length_1034-IPR013762_379_946	1	32	1002	1034	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1433-IPR002560_198_993-PTHR33498_198_972	1	27	1408	1433	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1391-IPR002559_523_1144-IPR012337_526_1228-PTHR33258_211_1264	1	26	1366	1391	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_2817-IPR012337_979_1420	1	31	2791	2817	IPR012337:Ribonuclease H-like superfamily
IS_length_2956-IPR024445_579_1047-IPR024445_579_1047	1	35	2922	2956	IPR024445:ISXO2-like transposase domain
IS_length_1605-IPR013762_929_1454	1	27	1559	1605	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2270-IPR039552_1467_1581-IPR004291_591_1446-IPR024474_396_528-IPR024463_141_324-IPR008878_1828_2140-IPR008878_1843_2134	1	45	2245	2270	IPR004291:Transposase IS66, central domain;IPR008878:Transposase IS66, Orf2;IPR024463:Transposase TnpC, homeodomain;IPR024474:Transposase IS66, zinc-finger binding domain of;IPR039552:Transposase IS66, C-terminal
IS_length_1276-IPR036397_691_1165-IPR012337_730_1129-IPR038717_649_1084	1	33	1244	1276	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain
IS_length_1585-PTHR33258_365_1172-IPR012337_473_1172-IPR002559_488_1145	1	28	1558	1585	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_2844-IPR013762_979_1519	1	38	2807	2844	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1583-IPR013762_925_1450	1	28	1552	1583	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1521-IPR012337_288_762-PTHR46889_66_771-IPR036397_288_774	1	26	1496	1521	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1857-IPR013762_820_1435	1	29	1829	1857	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2823-IPR006842_568_814-IPR006842_1314_1758	1	42	2796	2823	IPR006842:Transposase (putative), YhgA-like
IS_length_2002-IPR013762_860_1421	1	36	1974	2002	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2341-IPR002686_61_280-IPR036515_31_310-IPR036515_46_280	1	30	2313	2341	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily
IS_length_2812-IPR012337_2007_2223-IPR036397_2007_2253-IPR036397_2405_2567-IPR012337_2408_2552	1	31	2778	2812	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2646-IPR013762_869_1424	1	45	2614	2646	IPR013762:Integrase-like, catalytic domain superfamily
